id,name,x,y,player_id,rank,unknown
1285,Just+a+regular+car,512,498,11510758,92,0
1286,Myggornas+village,518,496,849019500,96,0
1287,Bonus+village,529,437,0,21,3
1288,Ralkuts+village,506,506,849063661,98,0
1289,Barbarian+village,475,433,0,21,0
1290,001+Start,482,461,9781420,144,0
1291,%5B001%5D+Slim+Reefer,484,457,9959891,174,0
1292,zvonimir21s+village,482,462,10248527,141,0
1293,Barbarian+village,549,447,0,21,0
1294,gecelerin-yargicis+village,487,485,9141831,185,0
1295,Archieballss+village,453,496,849021577,187,0
1296,Teesside+001,452,491,849063591,174,0
1297,4+-+Dan+Burn,451,497,849063763,194,0
1298,DELGIRLs+village,452,495,849064091,145,0
1299,127.0.0.1,501,533,2723416,78,0
1300,Barbarian+village,512,494,0,27,0
1301,vilijam+volass+village,502,530,8037839,21,0
1302,Barbarian+village,517,432,0,24,0
1303,Dalcma14s+village,495,528,11349190,21,0
1304,KerschyEffizienzs+village,511,527,848914450,185,0
1305,Jackjfs+village,477,519,7572369,113,0
1306,Barbarian+village,517,491,0,21,0
1307,Obsessive+-+Macky+Gee,479,515,11305842,91,0
1308,Rottneus+village,473,516,11541260,199,0
1309,orocktas+village,472,522,11584052,86,0
1310,KingOfOlindas+village,479,532,849058723,98,0
1311,Barbarian+village,485,439,0,21,0
1312,wagwan+G,483,520,849058910,91,0
1313,Nuke.,474,524,849058970,188,0
1314,spartaks+village,514,473,11519487,176,0
1315,Barbarian+village,521,531,0,21,0
1316,Zwolle,467,504,11428108,83,0
1317,Meth+lab,506,534,11578197,170,0
1318,Barbarian+village,534,519,0,21,0
1319,Bonus+village,478,494,0,22,6
1320,Melnas+village,503,541,11578199,142,0
1321,HP+OfficeJet+Pro+6978+Wireless,510,538,11578207,203,0
1322,Barbarian+village,478,508,0,21,0
1323,FAT+CHODE,504,535,11578210,204,0
1324,Central+hunk+spunk+factory,507,542,11578366,209,0
1325,Barbarian+village,560,547,0,21,0
1326,watofjahs+village,509,537,10553599,56,0
1327,biggyxds+village,506,546,848919453,21,0
1328,we+love+frigie,503,532,849063778,196,0
1329,NobleManns+village,501,538,849062903,21,0
1330,We+love+you+frigie,519,531,849063779,193,0
1331,Barbarian+village,560,489,0,27,0
1332,Frigies+village,498,533,849063783,61,0
1333,Tibo0511s+village,506,540,849063787,33,0
1334,Barbarian+village,490,510,0,28,0
1335,nieskens10s+village,511,534,849063799,155,0
1336,de+kleineres+village,517,546,849063890,65,0
1337,BANNANA,515,535,849063891,129,0
1338,iannator007s+village,509,559,849063896,191,0
1339,Barbarian+village,532,520,0,21,0
1340,Landmeters+village,524,543,849064029,146,0
1341,Lord+Broskis+village,515,530,849064209,163,0
1342,Jerbo94s+village,520,535,849064226,178,0
1343,Barbarian+village,494,520,0,27,0
1344,Yellow+Canary,531,504,11297235,193,0
1345,Barbarian+village,522,506,0,21,0
1346,Swagtaculairs+village,527,501,849057432,168,0
1347,davey12345678s+village,532,502,849063772,21,0
1348,Barbarian+village,512,462,0,45,0
1349,jesse1509s+village,524,506,849063774,183,0
1350,Barbarian+village,464,507,0,21,0
1351,Bonus+village,483,484,0,21,9
1352,SirGeorgeIIIs+village,529,503,849063775,156,0
1353,Barbarian+village,504,576,0,21,0
1354,Lekker+legges+village,526,504,849063802,113,0
1355,001.+Aas,521,499,849063832,119,0
1356,Slemmig-Torsks+village,506,468,11016313,190,0
1357,Wings+village,507,465,11219365,49,0
1358,Barbarian+village,498,474,0,21,0
1359,Bonus+village,561,466,0,21,1
1360,nalle+puh8s+village,508,461,11462445,21,0
1361,Solans+village,512,469,11458072,51,0
1362,Barbarian+village,565,509,0,21,0
1363,LasseMajjas+village,510,463,11457651,21,0
1364,Barbarian+village,546,514,0,28,0
1365,egrobs+village,506,457,10827033,96,0
1366,fitnesspojkens+village,508,469,11260793,102,0
1367,Barbarian+village,553,461,0,22,0
1368,Cthulhus+village,497,473,11399649,69,0
1369,Barbarian+village,446,525,0,21,0
1370,Nobb+von+Nords+village,507,475,11463679,193,0
1371,Barbarian+village,571,528,0,21,0
1372,Bonus+village,546,555,0,23,4
1373,lunkis30s+village,517,470,11473855,153,0
1374,Barbarian+village,483,474,0,22,0
1375,001+%7C+Ice,491,538,11487692,177,0
1376,CupVinnare2021s+village,492,451,849028678,147,0
1377,Barbarian+village,523,532,0,21,0
1378,Stampes+village,521,463,849052807,43,0
1379,Barbarian+village,500,473,0,21,0
1380,LotosBRs+village,502,472,849063868,21,0
1381,smakahos+village,470,528,2202754,21,0
1382,Barbarian+village,486,487,0,21,0
1383,%7E+Death+Awaits+%7E,472,521,11060673,192,0
1384,Bonus+village,458,543,0,21,8
1385,clives+village,469,528,849063963,21,0
1386,Barbarian+village,541,529,0,23,0
1387,Salahhuddins+village,464,523,849063921,124,0
1388,Barbarian+village,540,540,0,21,0
1389,Beng132s+village,461,530,849063922,21,0
1390,Lord+pheonixslayers+village,471,529,849063923,64,0
1391,Barbarian+village,465,494,0,21,0
1392,Hunays+village,462,533,849063924,73,0
1393,Barbarian+village,458,442,0,21,0
1394,Dracoss+village,471,535,849064238,21,0
1395,Barbarian+village,547,538,0,21,0
1396,vasylynas+village,484,510,11527159,77,0
1397,chwylas+village,481,504,11528031,88,0
1398,josafats+village,482,506,849018740,80,0
1399,yasyasia74s+village,484,496,849041899,83,0
1400,Jeromes+village,478,532,11228431,21,0
1401,Barbarian+village,539,493,0,21,0
1402,CHNOBLKFTs+village,480,527,849063957,21,0
1403,Barbarian+village,517,551,0,21,0
1404,Stiffler10s+village,565,462,11484225,174,0
1405,Bonus+village,498,525,0,21,7
1406,Pecas+village,560,467,849064066,66,0
1407,kwonels+village,543,491,11396554,44,0
1408,Barbarian+village,541,459,0,21,0
1409,senaid.snvcs+village,557,457,849061261,108,0
1410,KarabegSenads+village,572,462,849061576,144,0
1411,Barbarian+village,524,549,0,27,0
1412,Auslander97s+village,543,486,849063601,21,0
1413,Mum333s+village,559,462,849063920,64,0
1414,Elkomx01s+village,545,496,849063929,21,0
1415,1814lians+village,519,480,3265086,71,0
1416,magouas+village,518,482,11438919,180,0
1417,Barbarian+village,537,543,0,21,0
1418,001+Revelation,523,483,11524664,199,0
1419,001,509,486,849057452,200,0
1420,Kawah+Candradhimuka+village,572,545,849060042,116,0
1421,Maegor+Okrutny.s+village,491,528,11282112,21,0
1422,choriels+village,494,519,11568493,21,0
1423,Son+Of+The+Mornings+village,486,524,848898216,106,0
1424,sikorka112s+village,488,530,848901987,121,0
1425,Barbarian+village,451,451,0,21,0
1426,Silla2s+village,490,520,849039103,97,0
1427,Barbarian+village,496,512,0,21,0
1428,01%29+Osaka,508,531,849064058,99,0
1429,Barbarian+village,558,459,0,21,0
1430,MalutkaGabis+village,494,523,849064078,49,0
1431,insomnious,477,511,849064248,130,0
1432,al-Lan+Mandragorans+village,522,526,11051819,21,0
1433,kintocks+village,521,529,828473,21,0
1434,Barbarian+village,498,433,0,21,0
1435,Thuggors+village,526,529,7762723,21,0
1436,Barbarian+village,565,524,0,21,0
1437,Jackparadises+village,528,525,3420041,21,0
1438,Oldtimers+village,526,530,921182,21,0
1439,Barbarian+village,514,560,0,21,0
1440,zithromaxs+village,530,533,1917314,47,0
1441,Barbarian+village,430,503,0,21,0
1442,buffalomans+village,531,521,2283615,21,0
1443,sheeshCity+%23001,524,475,849063938,205,0
1444,Barbarian+village,520,527,0,27,0
1445,gallazors+village,525,473,849063939,199,0
1446,Lord+He1seRs+village,529,479,849064063,170,0
1447,Barbarian+village,541,472,0,21,0
1448,PAPA+VIKUs+village,526,474,849064232,21,0
1449,Barbarian+village,479,488,0,33,0
1450,Mantras+village,482,584,1687559,54,0
1451,Nostalgic+Warfares+village,485,529,849063907,126,0
1452,Barbarian+village,526,524,0,21,0
1453,Janik+Schlanzs+village,482,538,849064146,21,0
1454,Bonus+village,518,491,0,21,9
1455,Lykstolpen123s+village,529,508,11468578,70,0
1456,Barbarian+village,539,492,0,29,0
1458,Barbarian+village,484,477,0,21,0
1459,Dickbusters+village,520,500,849064143,21,0
1460,Barbarian+village,494,467,0,21,0
1461,Carlo+Coluccis+village,530,525,11040436,125,0
1462,Narnia,527,505,11540061,167,0
1463,Red+Village,529,499,848956041,141,0
1464,Frog+Hollow,524,503,849051577,205,0
1465,Barbarian+village,525,432,0,22,0
1466,WickedJester69s+village,518,510,849052936,21,0
1467,marauder66s+village,515,518,8942820,85,0
1468,Barbarian+village,534,497,0,21,0
1469,eliyashivs+village,478,514,849063641,76,0
1470,Barbarian+village,496,480,0,21,0
1471,ERRORs+village,477,517,849064199,21,0
1472,Barbarian+village,496,426,0,22,0
1473,Shikaris+village,475,509,849059671,62,0
1474,Zuckerbirds+village,477,502,849064205,86,0
1475,VirtualSurvivals+village,479,496,849064212,21,0
1476,Rodney+Serpents+village,471,506,849064206,115,0
1477,Barbarian+village,533,559,0,21,0
1478,The+Homelanders+village,484,512,849064222,107,0
1479,Barbarian+village,438,521,0,21,0
1480,Undercover+Journos+village,474,505,849064224,148,0
1481,Barbarian+village,540,552,0,22,0
1482,Grass+Familys+village,458,506,849064229,182,0
1483,Barbarian+village,556,536,0,21,0
1484,Lord+Kain+Of+Anubiss+village,481,540,8356734,21,0
1485,Barbarian+village,502,519,0,22,0
1486,Rider09s+village,485,530,1307800,21,0
1487,Ap+mans+village,484,542,7515136,21,0
1488,Barbarian+village,520,504,0,22,0
1489,Grazzies+village,470,546,11503375,21,0
1490,webemes+village,483,549,3810618,78,0
1491,Barbarian+village,467,559,0,21,0
1492,0001,529,476,849040146,173,0
1493,Barbarian+village,482,463,0,21,0
1494,Helsinki,530,473,849061800,188,0
1495,Barbarian+village,475,456,0,21,0
1496,lemonek9127s+village,528,480,849063128,21,0
1497,Barbarian+village,436,482,0,22,0
1498,Bonus+village,507,449,0,21,8
1499,Sajans+village,524,468,849063701,147,0
1500,Wioska+Rybacka,525,472,849063089,198,0
1501,KEKW,523,478,849062287,138,0
1502,%231Wies+Ksena,521,480,849063539,187,0
1503,Bonus+village,500,559,0,21,9
1504,Filipek1995s+village,530,481,849064068,182,0
1505,Barbarian+village,533,453,0,28,0
1506,Camelot,520,495,4611139,172,0
1507,alex55545s+village,518,499,4769603,45,0
1508,chefceejs+village,526,500,849064174,115,0
1509,Bernie+The+Mans+village,527,497,849064180,21,0
1510,Lambchapos+village,530,503,849064183,21,0
1511,Barbarian+village,470,566,0,21,0
1512,King+Aviciis+village,532,497,849064189,21,0
1513,Barbarian+village,490,467,0,21,0
1514,The+Murph+Goats+village,526,502,849064190,21,0
1515,Bri2flys+village,541,503,849064194,72,0
1516,Barbarian+village,527,434,0,21,0
1517,Swishersterns+village,519,511,849064223,21,0
1518,Barbarian+village,454,521,0,21,0
1519,Steviewil17s+village,524,497,849064246,21,0
1520,Barbarian+village,546,473,0,27,0
1521,Cupid3212s+village,535,497,849064255,40,0
1522,Tubby321s+village,516,497,849064252,21,0
1523,69fuhrenchdawg420s+village,517,479,849064282,21,0
1524,Fantoms+village,503,492,849064294,21,0
1525,xXx,508,481,848935448,128,0
1526,Barbarian+village,489,492,0,24,0
1527,Sado-Maso+SaLoNeK,504,491,848941986,172,0
1528,Barbarian+village,458,441,0,27,0
1529,XXX,514,486,848942541,110,0
1530,erdm1907s+village,473,491,11557029,21,0
1531,Barbarian+village,534,473,0,27,0
1532,vrlinas+village,474,487,849064313,21,0
1533,Barbarian+village,453,560,0,21,0
1534,REYSEI,502,466,848953329,164,0
1535,Murdererkings+village,505,459,848954263,154,0
1536,Kalpadors+village,493,458,849063611,137,0
1537,theodens+village,491,464,849063609,159,0
1538,turkibey2s+village,487,453,849064169,187,0
1539,Barbarian+village,560,451,0,21,0
1540,ammolations+village,497,456,849063899,135,0
1541,Barbarian+village,475,516,0,21,0
1542,Blows+village,485,486,54538,88,0
1543,Barbarian+village,465,506,0,27,0
1545,Bonus+village,473,447,0,21,9
1546,The+Abyss,494,494,286100,190,0
1547,Randalthor78s+village,483,487,1581217,57,0
1548,Barbarian+village,561,455,0,21,0
1549,Deathdealas+village,483,473,3293146,21,0
1550,Barbarian+village,436,476,0,22,0
1551,charshauns+village,479,485,3696964,107,0
1552,Barbarian+village,549,501,0,21,0
1553,MR.MRs+village,476,502,4059468,57,0
1554,Barbarian+village,555,453,0,21,0
1555,Slimonizes+village,490,492,4225622,64,0
1556,Barbarian+village,560,505,0,21,0
1557,Legendary+Meliodass+village,497,482,4403580,118,0
1558,Barbarian+village,467,532,0,21,0
1559,grim+reaper.s+village,485,471,4623070,21,0
1560,Barbarian+village,517,557,0,21,0
1561,xmax2008s+village,470,480,9051768,83,0
1562,Barbarian+village,483,438,0,21,0
1563,DAAVWOLFs+village,488,482,9083860,21,0
1564,001+%7C+Konohagakure,477,471,9490112,97,0
1565,Barbarian+village,499,424,0,21,0
1566,lloyd5.s+village,468,489,9740970,148,0
1567,Barbarian+village,469,459,0,27,0
1568,Pastor+Of+Muppets,483,496,9776311,137,0
1569,Barbarian+village,494,576,0,21,0
1570,001+Batan+is+coming,468,475,9880765,181,0
1571,Barbarian+village,534,431,0,21,0
1572,Drying+Paint,489,483,10074725,199,0
1573,XXXX,480,470,10393786,152,0
1574,Shockwaves+village,503,487,11311283,166,0
1575,Barbarian+village,525,478,0,21,0
1576,CursedByGodss+village,491,471,11457040,60,0
1577,Barbarian+village,576,493,0,29,0
1578,amcendars+village,496,496,11572929,21,0
1579,PeepGames+village,482,488,849025478,21,0
1580,F%C3%A5raherdes+village,483,471,849042469,138,0
1581,VenetianPrincess,484,468,9905888,182,0
1582,Ganjdalfs+village,497,489,849042484,80,0
1583,Barbarian+village,565,500,0,27,0
1584,monsterbros+village,486,520,428188,46,0
1585,Zion,484,526,840651,173,0
1586,Bar+Brothers+village,483,530,10167046,44,0
1587,Barbarian+village,449,545,0,21,0
1588,biff+bonzais+village,487,529,1266205,51,0
1589,Barbarian+village,545,488,0,28,0
1590,truenights+village,490,523,2834599,200,0
1591,ShahDGreaT,492,516,4540197,126,0
1592,A--Soljahs+village,491,519,4267211,21,0
1593,DeHavens+village,500,523,11256005,21,0
1594,Barbarian+village,546,522,0,24,0
1595,karma15s+village,481,522,417097,21,0
1596,conz.wbs+village,494,526,7828443,67,0
1597,Lord+King+Spartacuss+village,508,519,10777281,21,0
1598,Barbarian+village,537,565,0,21,0
1599,kurkures+village,502,500,3854432,21,0
1600,Barbarian+village,542,529,0,24,0
1601,shadowkiller07s+village,485,514,4787293,121,0
1602,AllahuSnackbars+village,486,513,848923444,21,0
1603,iceman91s+village,477,508,4795553,47,0
1604,Barbarian+village,494,498,0,27,0
1605,bp2009s+village,497,522,4842334,85,0
1606,g0rmacs+village,498,519,1742730,21,0
1607,DonNormans+village,481,529,4943400,21,0
1608,thefreakymans+village,494,530,7662848,99,0
1609,socialmisfit88s+village,504,514,9635840,180,0
1610,Barbarian+village,474,553,0,21,0
1611,Warglaive+of+Azzinoth,486,526,9880772,68,0
1612,Barbarian+village,462,450,0,27,0
1613,Barbarian+Village,504,527,9981195,111,0
1614,001,472,536,10951790,121,0
1615,Max.Paynes,479,507,11382815,168,0
1616,Barbarian+village,574,494,0,27,0
1617,CrypticBehemoths+village,468,523,11453640,21,0
1618,Barbarian+village,493,543,0,22,0
1619,%7C001%7C+Clutter+Buck+Ganj,482,541,11471792,176,0
1620,Sjaak+Trekhaaaks+village,505,531,11476488,196,0
1621,Barbarian+village,481,442,0,21,0
1622,Cello96s+village,498,520,11493808,151,0
1623,Barbarian+village,450,452,0,28,0
1624,001+Genesis,485,517,11521221,185,0
1625,Crazycarps+village,503,521,848898716,184,0
1626,Barbarian+village,527,456,0,27,0
1627,001+USS+York+Town,481,534,848901653,164,0
1628,Yoga125,478,542,11543871,185,0
1629,Bonus+village,544,536,0,21,3
1630,LoneLobos+village,500,532,848927597,104,0
1631,Barbarian+village,499,523,0,21,0
1632,CliffordTheBigRedDogs+village,474,526,848985788,21,0
1633,Barbarian+village,496,454,0,21,0
1634,Anarchism,485,511,849053169,153,0
1635,Novium,481,519,849054607,195,0
1636,GummyDolphins+village,495,506,849062718,103,0
1637,Bossman06s+village,479,521,3577074,21,0
1638,Mad+Mad+world+of+nuts,482,513,4483134,92,0
1639,Jay1471s+village,487,528,4593977,21,0
1640,Barbarian+village,489,457,0,21,0
1641,popsis+joys+village,486,530,9428405,102,0
1642,Richardthesixs+village,491,514,8242032,21,0
1643,nitehawktribes+village,476,506,9682465,21,0
1644,Barbarian+village,541,466,0,28,0
1645,jogarduss+village,482,522,10078112,133,0
1646,Barbarian+village,468,532,0,23,0
1647,Aramoor,482,516,10621950,167,0
1648,kiwi2011s+village,480,521,9540131,21,0
1649,Barbarian+village,559,542,0,22,0
1650,jfranss+village,478,513,4891214,21,0
1651,Barbarian+village,548,512,0,28,0
1652,habe41s+village,471,522,7683705,171,0
1653,Barbarian+village,504,452,0,21,0
1654,ALKAMISTs+village,480,504,10866507,21,0
1655,Barbarian+village,447,478,0,27,0
1656,RONNY+HOs+village,487,517,4215573,21,0
1657,Barbarian+village,485,457,0,21,0
1658,stush6684s+village,471,511,10672399,21,0
1659,Barbarian+village,494,515,0,21,0
1660,SUDAS,492,517,10781869,195,0
1661,Bonus+village,490,445,0,23,4
1662,ADW+IIIs+village,479,499,10972989,21,0
1663,Barbarian+village,491,508,0,35,0
1664,rycka1s+village,494,527,11199302,46,0
1665,Barbarian+village,500,541,0,21,0
1666,joakim41s+village,494,504,11480773,21,0
1667,Barbarian+village,535,439,0,22,0
1668,nana393s+village,476,516,11482080,187,0
1669,Barbarian+village,492,562,0,27,0
1670,stress+test,425,512,9566856,177,0
1671,Barbarian+village,476,500,0,27,0
1672,plesnicars+village,505,524,11536315,167,0
1673,Barbarian+village,524,481,0,28,0
1674,Thealmightys+village,502,531,11523313,21,0
1675,sccr3329s+village,509,528,354287,21,0
1676,Barbarian+village,474,458,0,21,0
1677,unknowngreens+village,518,462,11514621,82,0
1678,Barbarian+village,467,448,0,27,0
1679,unknowngreen001s+village,537,544,11517808,21,0
1680,-Whit-s+village,498,571,9931052,21,0
1681,Gordric+hollow,561,443,2334434,127,0
1682,Barbarian+village,437,472,0,22,0
1683,dannysans+village,499,570,849064261,21,0
1684,chadders2865s+village,448,513,3767275,131,0
1685,nickdaddys+village,450,506,4605137,63,0
1686,Bonus+village,472,504,0,27,5
1687,Sasha+Betons,504,498,848901900,172,0
1688,Barbarian+village,444,538,0,21,0
1689,Defensive111,436,494,11534098,185,0
1690,Barbarian+village,548,518,0,21,0
1691,Bonus+village,521,447,0,21,8
1692,LordCommander88s+village,438,490,11527735,21,0
1693,Kattegat,443,500,848968225,187,0
1694,Disco+Geeks+village,499,444,2167464,21,0
1695,Barbarian+village,528,455,0,27,0
1696,ThePuppeteers+village,514,461,4738829,21,0
1697,Hells+Toy+Masters+village,512,467,2327672,21,0
1698,Barbarian+village,542,555,0,21,0
1699,lord2599s+village,520,532,9293696,80,0
1700,Barbarian+village,486,540,0,21,0
1701,Tukitukis+village,463,553,11048056,21,0
1702,Barbarian+village,516,508,0,30,0
1703,MynameisNobodys+village,492,556,849046071,21,0
1704,Ingw4zs+village,490,560,849045841,21,0
1705,Barbarian+village,433,483,0,23,0
1706,TKF300s+village,486,551,849033463,21,0
1707,Barbarian+village,479,458,0,21,0
1708,Makonnens+village,464,467,11457025,21,0
1709,Barbarian+village,522,452,0,21,0
1710,nakakapagpabagabag1s+village,471,539,11361047,21,0
1711,Bonus+village,520,540,0,22,4
1712,Daredevils+village,472,535,11350286,60,0
1713,%2301%23+RAW,449,454,849055002,210,0
1714,brunnamontis+village,452,447,849055011,21,0
1715,Barbarian+village,498,436,0,21,0
1716,katran+d.o.os+village,442,448,849060916,21,0
1717,Barbarian+village,462,478,0,21,0
1718,BIMPTSs+village,475,429,8948131,21,0
1719,Bonus+village,480,537,0,21,7
1720,Brada63s+village,491,491,848895359,125,0
1721,Barbarian+village,476,562,0,40,0
1722,oceanjamess+village,488,519,11326492,21,0
1723,burinns+village,551,558,849055122,21,0
1724,Barbarian+village,563,468,0,21,0
1725,RedEqualsDeads+village,550,560,849055394,147,0
1726,Barbarian+village,480,481,0,27,0
1727,dominikvesters+village,490,456,849058044,119,0
1728,abdila17s+village,447,477,848997615,138,0
1729,Barbarian+village,503,455,0,21,0
1730,-powerhouse-s+village,487,434,11582262,81,0
1731,Barbarian+village,454,460,0,21,0
1732,BigBoliBenzos+village,491,424,11581373,81,0
1733,Kattegatt,480,465,11584960,198,0
1734,Borl%C3%A4nge,479,468,11584959,198,0
1735,Barbarian+village,500,481,0,23,0
1736,SS1,476,461,11577718,193,0
1737,Barbarian+village,444,466,0,27,0
1738,Malleballens+village,468,472,849059750,162,0
1739,Barbarian+village,499,524,0,27,0
1740,Obvious,459,477,849060481,186,0
1741,Kyxxs+village,542,487,11358123,191,0
1742,VictorCs+village,540,491,848919705,82,0
1743,Barbarian+village,484,430,0,27,0
1744,lelekjelenlets+village,550,479,11332334,21,0
1745,pomber1025s+village,547,487,848891878,47,0
1746,speedyeuws+village,451,474,849054711,165,0
1747,panda+clans+village,450,478,849054725,161,0
1748,jegris+village,556,527,848883866,73,0
1749,Barbarian+village,524,515,0,21,0
1750,la+passeras+village,492,478,11489385,194,0
1751,Lima+goes+wild,493,474,11558148,132,0
1752,jimmyaiks+village,493,490,11445783,140,0
1753,Barbarian+village,499,485,0,24,0
1754,Utnas+village,490,499,848984951,95,0
1755,Barbarian+village,576,492,0,21,0
1756,Hallonbyn,491,496,849057845,91,0
1758,Pyropacs+village,494,497,11534794,124,0
1759,diogotms+village,512,453,11491000,101,0
1760,Barbarian+village,521,451,0,21,0
1761,Bonus+village,500,511,0,22,7
1762,Titoxx23s+village,515,445,848993636,127,0
1763,boilermaker58s+village,425,507,10189287,21,0
1764,LBNighas+village,426,505,10199803,97,0
1765,Axiom.s+village,434,514,849038870,21,0
1766,EmberAmaries+village,434,502,11535784,21,0
1767,Barbarian+village,448,444,0,23,0
1768,Flux+Capacitors+village,426,514,10175727,87,0
1769,Barbarian+village,499,503,0,21,0
1770,cyobys+village,437,509,421144,21,0
1771,gazzaw19s+village,430,498,11552349,45,0
1772,Feistyisbacks+village,412,492,11473003,85,0
1773,Barbarian+village,461,475,0,21,0
1774,Jabbathehutts+village,420,509,849041040,21,0
1775,Barbarian+village,509,518,0,21,0
1776,DeathRaiders+village,425,510,11112145,64,0
1777,Barbarian+village,465,448,0,21,0
1778,Skyers+village,426,508,11248730,21,0
1779,Barbarian+village,514,439,0,21,0
1780,Babygotbacks+village,407,500,849059359,21,0
1781,montanamaniacs+village,437,493,8726254,21,0
1782,Barbarian+village,552,451,0,21,0
1783,myfriend005s+village,502,489,11441116,21,0
1784,k.vittaya11s+village,501,491,11489805,21,0
1785,kwangs+village,498,499,11483240,21,0
1786,Barbarian+village,462,484,0,21,0
1787,m4t0s+village,464,550,849054287,162,0
1788,Theseuss+village,461,558,849054496,137,0
1789,Barbarian+village,576,505,0,21,0
1790,VariolaMajors+village,459,564,849059096,64,0
1791,ChemicalRages+village,455,553,849054878,121,0
1792,Barbarian+village,513,542,0,21,0
1793,Late+Check+Out,459,559,3894737,169,0
1794,Barbarian+village,499,502,0,21,0
1795,001,457,564,9757986,67,0
1796,Barbarian+village,486,442,0,27,0
1797,Queenstown,459,544,11501127,117,0
1798,Barbarian+village,521,472,0,23,0
1799,Deniss+village,452,556,11379915,105,0
1800,Barbarian+village,490,471,0,21,0
1801,Mikestks92s+village,469,545,849053453,21,0
1802,GD+Place,480,551,849053026,180,0
1803,Bonus+village,557,491,0,21,5
1804,Decio+Maximuss+village,527,512,849063914,21,0
1805,WuFangChangs+village,530,504,849054651,169,0
1806,Black-hands+village,474,480,848919140,21,0
1807,Barbarian+village,456,533,0,21,0
1808,flugflug123s+village,529,557,849054926,44,0
1809,SugarKittys+village,530,553,849045189,21,0
1810,Barbarian+village,473,434,0,21,0
1811,darklord1994s+village,502,507,11357359,76,0
1812,Bonus+village,503,571,0,21,8
1813,WILLPOWERs+village,526,545,9549219,76,0
1814,Barbarian+village,464,447,0,27,0
1815,imnotemo35s+village,529,537,849054546,21,0
1816,Portofino,526,508,849063703,166,0
1817,125%7E001,543,458,849051481,195,0
1818,sgt+beards+village,540,466,849051482,135,0
1819,Grandmaster,517,523,849055867,91,0
1820,HeroponVagabonds+village,514,530,849063223,91,0
1821,Barbarian+village,470,437,0,27,0
1822,Wprkojotinho,514,429,849063700,181,0
1823,Th3.b3sts+village,483,449,7801857,21,0
1824,Barbarian+village,492,430,0,21,0
1825,Hippoftws+village,451,511,9564886,21,0
1826,Barbarian+village,449,551,0,21,0
1827,Pallati+me+shigjeta,449,541,9237074,90,0
1828,no...names+village,452,534,9343197,93,0
1829,mandi2s+village,446,543,11582160,125,0
1830,Barbarian+village,445,500,0,21,0
1831,%3Djurgen%3Ds+village,450,547,849058620,136,0
1832,Barbarian+village,501,494,0,21,0
1833,vasils+village,460,543,849059216,113,0
1834,Kings+Gambits+village,492,568,849010599,21,0
1835,Bonus+village,462,511,0,21,3
1836,bhallzbigs+village,491,570,849062658,21,0
1837,Barbarian+village,522,441,0,24,0
1838,Dreadnought,556,453,848898684,168,0
1839,Barbarian+village,483,431,0,23,0
1840,Equinox,553,460,849046011,96,0
1841,-KT-s+village,535,525,11283569,133,0
1842,Gronk53s+village,450,527,11602823,21,0
1843,Barbarian+village,448,447,0,21,0
1844,Misdemeanors+village,521,506,11484748,21,0
1845,Barbarian+village,447,538,0,27,0
1846,legendofdarks+village,520,510,9937811,21,0
1847,Barbarian+village,452,479,0,58,0
1848,MrReeces+village,483,436,849045433,98,0
1849,MrVicePresidents+village,485,430,11537034,21,0
1850,FruitGurus+village,485,437,849045315,123,0
1851,001+%7C+Tetsu%21,494,518,11320853,190,0
1852,Barbarian+village,516,444,0,22,0
1853,001,572,480,100945,161,0
1854,Barbarian+village,528,433,0,27,0
1855,Bonus+village,518,546,0,21,2
1856,bubbucchios+village,494,415,332069,178,0
1857,enoo,544,524,927772,82,0
1858,sir+merlins+village,505,452,948336,21,0
1859,Barbarian+village,509,478,0,21,0
1860,GRAVEYARD,531,515,1084192,136,0
1861,Barbarian+village,491,479,0,21,0
1862,mtoothemaxs+village,569,469,1690407,21,0
1863,Barbarian+village,463,530,0,28,0
1864,0311jchvas+village,491,481,1766341,52,0
1865,Barbarian+village,551,497,0,27,0
1866,lanezeros+village,499,578,1781557,21,0
1867,Barbarian+village,535,562,0,21,0
1868,Bonus+village,493,512,0,21,5
1869,Turtleneckins+village,537,518,1918975,21,0
1870,jimbo634s+village,506,516,2024771,21,0
1871,Barbarian+village,495,567,0,21,0
1872,Bonus+village,463,455,0,28,1
1873,xtcwarrior1s+village,508,495,2093437,21,0
1874,Barbarian+village,487,423,0,21,0
1875,BRB,510,489,9261994,117,0
1876,Barbarian+village,476,447,0,21,0
1877,WaterFears+village,499,487,2079950,21,0
1878,revengeinminds+village,500,499,8833444,136,0
1879,StevePs+village,510,508,4212562,60,0
1880,Barbarian+village,510,426,0,21,0
1881,Free+Candy,506,478,2254989,151,0
1882,Barbarian+village,568,521,0,21,0
1883,Bonus+village,469,472,0,21,8
1884,125+zanozanos+village,516,511,2365031,67,0
1885,little+jacs+village,488,574,3122010,21,0
1886,astronigels+village,536,558,3148926,126,0
1887,Barbarian+village,572,523,0,22,0
1888,Hidden+Leaf+Village,568,515,3749469,49,0
1889,Pathfinders+village,495,442,4015400,49,0
1890,Zwulf101s+village,490,449,4780039,162,0
1891,Kriegselends+village,517,561,7494151,158,0
1892,ImLegends+village,485,563,7595395,21,0
1893,Barbarian+village,525,438,0,21,0
1894,lordclayo,470,523,7800384,116,0
1895,Barbarian+village,457,474,0,21,0
