id,name,x,y,player_id,rank,unknown
3367,001+Transcend,536,431,10696214,191,0
3368,Number+Fives+village,507,444,10738812,156,0
3369,KnightedWons+village,574,480,10739385,21,0
3370,Barbarian+village,517,481,0,29,0
3371,k+for+kills+village,513,573,10746390,21,0
3372,Barbarian+village,482,548,0,21,0
3373,Bonus+village,492,453,0,21,2
3374,Freders+village,540,496,10746869,74,0
3375,001,582,503,10750974,182,0
3376,ibamandings+village,553,452,10802843,21,0
3377,Bonus+village,459,449,0,27,2
3378,Marko+Kraljevics+village,534,467,10823358,154,0
3379,jonasnarvass+village,445,526,10828947,138,0
3380,Bonus+village,568,510,0,45,1
3381,Lady+BERGENs+village,429,452,10832072,137,0
3382,Barbarian+village,467,482,0,21,0
3383,KaiM8s+village,522,521,10840754,21,0
3384,Barbarian+village,480,444,0,27,0
3385,NeBuNus+village,497,538,10841963,21,0
3386,fearsdude1s+village,481,500,10846408,21,0
3387,Barbarian+village,453,448,0,21,0
3388,Bonus+village,491,560,0,27,5
3389,Hennass+village,461,478,10848006,85,0
3390,TheBigKahunas+village,443,525,10854776,46,0
3391,jerichos+village,502,526,10855541,119,0
3392,Barbarian+village,470,507,0,21,0
3393,Soul100s+village,551,554,10867763,21,0
3394,Barbarian+village,557,472,0,21,0
3395,Gasarks+village,460,506,10868885,21,0
3396,blandy1994s+village,486,437,10884097,148,0
3397,Barbarian+village,548,443,0,22,0
3398,wowwows+village,451,498,10898112,21,0
3399,Barbarian+village,498,462,0,21,0
3400,stojas+village,573,463,10909550,43,0
3401,lord+alfies+village,529,492,10910735,21,0
3402,Barbarian+village,545,521,0,21,0
3403,Swefinn+001,494,534,10913444,99,0
3404,nortygirls+village,514,443,10917286,21,0
3405,Barbarian+village,432,463,0,21,0
3406,RevilTheMightys+village,449,463,10917567,21,0
3407,B0ttles+village,476,567,10927478,21,0
3408,nikocar1103s+village,563,457,10942568,21,0
3409,Barbarian+village,470,502,0,21,0
3410,Ariels+village,464,520,10944212,46,0
3411,Barbarian+village,478,505,0,21,0
3412,The+Simple+Potatos+village,515,467,10948097,21,0
3413,FedePedes+village,531,540,10951484,21,0
3414,Barbarian+village,494,428,0,27,0
3415,ibrahimownzs+village,558,457,10968510,21,0
3416,Barbarian+village,427,489,0,21,0
3417,Ibra+Gonza+IIs+village,564,468,10979562,21,0
3418,Barbarian+village,521,427,0,21,0
3419,dorjs+village,510,568,10994861,45,0
3420,Barbarian+village,485,453,0,21,0
3421,M.O.D,453,535,11001403,169,0
3422,Kapitens+village,497,490,11001646,21,0
3423,Barbarian+village,577,506,0,21,0
3424,Words+village,466,536,11001765,21,0
3425,Barbarian+village,478,451,0,21,0
3426,Ginges+village,525,536,11009277,21,0
3427,Barbarian+village,561,528,0,27,0
3428,dodinhos+village,466,550,11017136,111,0
3429,Bonus+village,574,487,0,21,2
3430,nightwalkers+village,431,481,11017584,21,0
3431,Barbarian+village,531,434,0,21,0
3432,Drakkens+village,549,503,11022604,21,0
3433,ssn2s+village,460,509,11029881,21,0
3434,Barbarian+village,506,530,0,21,0
3435,Pahatars+village,533,493,11036370,21,0
3436,Barbarian+village,455,447,0,22,0
3437,simenheimdals+village,434,538,11038088,21,0
3438,ghostfighters+village,496,558,11055027,21,0
3439,juikess+village,421,498,11056247,182,0
3440,Haasoors+village,455,542,11062763,69,0
3441,Old+Mates+village,543,445,11064807,21,0
3442,Richie69s+village,454,469,11078815,49,0
3443,K45,551,493,11079554,93,0
3444,ElNino23s+village,429,469,11080226,21,0
3445,Barbarian+village,497,514,0,21,0
3446,dominator0611s+village,515,550,11094522,21,0
3447,Barbarian+village,498,568,0,21,0
3448,browniess+village,503,471,11095550,21,0
3449,Barbarian+village,535,433,0,21,0
3450,HyriaSniperSuzys+village,433,474,11107764,21,0
3451,Tiny+Totts,576,469,11111476,103,0
3452,00001,530,438,11116872,82,0
3453,Joseph+is+comings+village,508,520,11117700,21,0
3454,Barbarian+village,458,460,0,33,0
3455,ARANTOs+village,450,482,11119353,98,0
3456,Bonus+village,520,543,0,21,8
3457,vanelmos+village,496,559,11119951,21,0
3458,MrJokers+village,516,428,11129787,21,0
3459,Barbarian+village,431,521,0,21,0
3460,Vanus+village,467,436,11130844,44,0
3461,kinko14s+village,466,452,11139056,171,0
3462,MacheteKillss+village,549,529,11143364,21,0
3463,Barbarian+village,445,502,0,22,0
3464,tylerbob885s+village,528,534,11149244,21,0
3465,gol.d.proff,535,565,11162868,134,0
3466,Barbarian+village,432,538,0,27,0
3467,dukemans+village,498,532,11168411,21,0
3468,Barbarian+village,429,500,0,21,0
3469,Kankis+village,450,539,11173388,21,0
3470,Barbarian+village,574,481,0,21,0
3471,Bonus+village,436,485,0,21,6
3472,Keghliss+village,460,451,11177155,159,0
3473,tiannas+village,567,484,11179076,194,0
3474,Barbarian+village,544,539,0,21,0
3475,TreXs+new+step+daddys+village,463,457,11179229,21,0
3476,001,491,551,11179403,159,0
3477,Barbarian+village,451,543,0,21,0
3478,Soul+Society+village,465,431,11194357,136,0
3479,Bonus+village,506,497,0,29,6
3480,There+Are+Only+2+Genderss+village,500,434,11195732,188,0
3481,Barbarian+village,549,544,0,21,0
3482,grewharn5s+village,549,520,11196670,21,0
3483,Barbarian+village,573,494,0,21,0
3484,Bonus+village,519,450,0,23,7
3485,AdmireMes+village,418,528,11196832,78,0
3486,Gulmeas+village,575,493,11198338,155,0
3487,Bonus+village,549,477,0,21,6
3488,Revolutios+village,469,484,11198811,92,0
3489,SweetDowns+village,550,467,11203109,21,0
3490,Barbarian+village,435,503,0,27,0
3491,Bonus+village,505,561,0,21,5
3492,LordLucks+village,540,476,11206254,21,0
3493,Barbarian+village,469,532,0,21,0
3494,Georgeslassies+village,444,516,11210456,70,0
3495,Barbarian+village,439,500,0,21,0
3496,SsiBal,559,547,11212222,155,0
3497,Say+His+village,542,538,11213225,21,0
3498,Barbarian+village,445,445,0,23,0
3499,soultaker90s+village,485,561,11213541,43,0
3500,Barbarian+village,468,460,0,21,0
3501,jhshultzs+village,460,453,11218411,21,0
3502,Barbarian+village,567,491,0,21,0
3503,Mr.poutines+village,491,579,11226531,167,0
3504,Barbarian+village,482,443,0,21,0
3505,rexandreass+village,546,443,11232418,34,0
3506,aantiparatas+village,487,550,11233076,21,0
3507,Bridge+Stone,423,515,11239622,196,0
3508,Translavanians+village,532,550,11242027,114,0
3509,PNP+RPSB13s+village,461,531,11243531,21,0
3510,Barbarian+village,545,447,0,21,0
3511,Bik+te+jebos+village,463,523,11244468,21,0
3512,shadowguard09s+village,506,566,11247900,49,0
3513,Barbarian+village,466,443,0,21,0
3514,GullChe%3Fs+village,491,587,11248611,162,0
3515,dimon2s+village,480,556,11249488,21,0
3516,Barbarian+village,572,512,0,21,0
3517,SagaMaus+village,454,450,11256228,88,0
3518,Backstabbs+village,504,543,11256326,54,0
3519,Lord+Lordzzs+village,576,526,11256584,140,0
3520,Harley60s+village,541,559,11257284,21,0
3521,Barbarian+village,528,466,0,33,0
3522,Synopsis,542,534,11257866,202,0
3523,Bonus+village,433,533,0,21,3
3524,Superhatts+village,570,488,11258061,21,0
3525,Barbarian+village,489,553,0,21,0
3526,Ryledras+village,545,471,11260212,177,0
3527,Barbarian+village,474,473,0,21,0
3528,Bonus+village,513,557,0,21,5
3529,andrew330077s+village,539,423,11264976,51,0
3530,Barbarian+village,519,439,0,21,0
3531,ChristineVs+village,492,571,11265855,146,0
3532,Barbarian+village,538,499,0,27,0
3533,wideloads+village,434,525,11267590,21,0
3534,Barbarian+village,510,454,0,21,0
3535,Bonus+village,550,522,0,27,1
3536,OOOOOs+village,567,463,11269059,21,0
3537,ujkans+village,498,551,11270933,144,0
3538,Barbarian+village,530,569,0,21,0
3539,deragon1000s+village,475,476,11271310,21,0
3540,AmZR1s+village,516,450,11273069,21,0
3541,RRLLs+village,543,446,11273542,193,0
3542,kevps+village,455,535,11278858,82,0
3543,Barbarian+village,561,492,0,33,0
3544,Blackseekers+village,522,432,11284022,112,0
3545,Barbarian+village,486,527,0,23,0
3546,Bonus+village,485,464,0,27,4
3547,mrcabooooms+village,539,537,11285687,21,0
3548,Barbarian+village,492,527,0,21,0
3549,rechys+village,423,496,11290696,156,0
3550,YOYOYs+village,534,468,11293385,21,0
3551,Barbarian+village,490,455,0,21,0
3552,JoMoIVs+village,459,453,11293924,21,0
3553,Barbarian+village,445,543,0,21,0
3554,Borbas+village,515,498,11301066,21,0
3555,Barbarian+village,524,533,0,21,0
3556,Milakoas+village,553,454,11303793,74,0
3557,Jokerb12s+village,547,519,11307485,21,0
3558,Bada+Bing%21+%2301,469,549,11308757,199,0
3559,Barbarian+village,533,432,0,22,0
3560,Randos+village,526,480,11308772,21,0
3561,Barbarian+village,513,472,0,27,0
3562,DMondegos+village,468,564,11309309,21,0
3563,Barbarian+village,558,475,0,21,0
3564,J.highs+village,485,537,11314080,50,0
3565,Barbarian+village,554,456,0,22,0
3566,Bonus+village,461,546,0,27,5
3567,Zakarias15s+village,557,468,11315427,21,0
3568,Barbarian+village,540,529,0,21,0
3569,roysmith57s+village,536,552,11315762,21,0
3570,Fritzi2s+village,431,519,11317461,21,0
3571,Barbarian+village,456,473,0,21,0
3572,wiskis123s+village,551,449,11319493,46,0
3573,hand+somes+village,518,503,11321377,21,0
3574,Barbarian+village,529,554,0,27,0
3575,Bonus+village,523,491,0,22,9
3576,Mr+Magics+village,502,481,11326127,21,0
3577,3KAKCAYs+village,558,503,11327992,180,0
3578,kapteng,468,447,11328305,139,0
3580,gibsons+village,561,499,11330898,134,0
3581,Barbarian+village,545,441,0,21,0
3582,somone+noobs+village,515,563,11334933,21,0
3583,WLS123s+village,432,483,11339436,121,0
3584,dost7s+village,537,531,11345846,21,0
3585,Barbarian+village,481,549,0,27,0
3586,Kimzs+2.0s+village,499,541,11345901,79,0
3587,Mukulc12s+village,562,544,11345918,132,0
3588,Bonus+village,453,479,0,21,2
3589,cjsdlf123s+village,529,563,11348971,21,0
3590,akhunas+village,447,502,11358393,21,0
3591,Gekko23s+village,544,494,11359202,21,0
3592,Barbarian+village,434,528,0,22,0
3593,irishtavernmusics+village,471,563,11359609,60,0
3594,Barbarian+village,466,547,0,21,0
3595,weenman7s+village,576,523,11359668,173,0
3596,Barbarian+village,558,516,0,21,0
3597,Sylvia+Gods+village,544,496,11360028,21,0
3598,Bissins+village,469,581,11361002,76,0
3599,%C3%A5rups+village,518,485,11361830,129,0
3600,Qvistens+village,520,437,11361863,21,0
3601,nuserladys+village,552,520,11362068,105,0
3602,Barbarian+village,468,527,0,21,0
3603,SuperHans1s+village,537,495,11362151,67,0
3604,Barbarian+village,452,499,0,21,0
3605,dyrvigs+village,551,508,11363242,99,0
3606,Barbarian+village,493,447,0,27,0
3607,D%C3%B8ssings+village,458,476,11363282,44,0
3608,Barbarian+village,487,545,0,21,0
3609,Rockymfs+village,494,457,11363344,21,0
3610,Barbarian+village,436,511,0,21,0
3611,madcroxs+village,538,524,11363532,67,0
3612,Barbarian+village,539,485,0,21,0
3613,Old44s+village,441,535,11364013,21,0
3614,Barbarian+village,526,503,0,22,0
3615,001+%7C+Harkingstoke,533,488,11368119,143,0
3616,Barbarian+village,456,535,0,21,0
3617,AYNILs+village,440,518,11371990,149,0
3618,Barbarian+village,548,480,0,23,0
3619,nomaks+village,548,478,11375471,81,0
3620,Prokiller1news+village,563,482,11376392,21,0
3621,P.S.s+village,540,547,11378480,97,0
3622,Barbarian+village,448,446,0,21,0
3623,Shottkys+village,440,548,11379204,90,0
3624,pardoeshhhs+village,443,533,11379991,108,0
3625,Barbarian+village,524,474,0,33,0
3626,matheoss+village,500,568,11381869,21,0
3627,JINXllls+village,453,521,11381953,67,0
3628,Barbarian+village,457,528,0,21,0
3629,miki77s+village,463,498,11381963,74,0
3630,Barbarian+village,460,472,0,21,0
3631,Hrvatska,442,467,11382034,104,0
3632,Barbarian+village,440,484,0,21,0
3633,Bonus+village,469,544,0,21,8
3634,melehs+village,431,536,11382098,45,0
3635,Barbarian+village,510,495,0,28,0
3636,Schwabos+village,512,542,11382172,21,0
3637,Reptiles+village,467,434,11382183,21,0
3638,emrah+200s+village,508,476,11382468,21,0
3639,Barbarian+village,529,438,0,21,0
3640,dolencek26s+village,557,539,11382833,118,0
3641,Barbarian+village,453,562,0,21,0
3642,DR.agos+village,451,539,11383301,21,0
3643,genghiskhans+village,494,482,11385381,71,0
3644,jens567s+village,533,440,11385520,21,0
3645,Bonus+village,506,470,0,21,8
3646,The+Nomads+village,507,538,11385601,21,0
3647,Barbarian+village,535,535,0,21,0
3648,kvclees+village,504,562,11385680,44,0
3649,stipeees+village,437,511,11386122,21,0
3650,King65s+village,527,458,11386155,21,0
3651,emaemuss+village,533,461,11386350,21,0
3652,Slavnis+village,511,557,11386429,56,0
3653,Barbarian+village,562,488,0,21,0
3654,Nemligs+village,561,479,11386470,108,0
3655,stalker2s+village,512,507,11387295,21,0
3656,Barbarian+village,561,541,0,27,0
3657,Samotnjaks+village,484,479,11389588,21,0
3658,Barbarian+village,435,483,0,21,0
3659,Gradina,526,429,11391365,134,0
3660,penzics+village,447,524,11391921,21,0
3661,Barbarian+village,517,538,0,21,0
3662,DANIELLA+BABE+001,508,552,11392673,176,0
3663,Bonus+village,479,564,0,34,8
3664,HaiQs+village,440,539,11394089,21,0
3665,Hagbarts+village,575,482,11395835,82,0
3666,junaliis+village,529,512,11397420,21,0
3667,Bonus+village,497,510,0,27,2
3668,osmans+village,567,490,11398691,159,0
3669,Barbarian+village,503,485,0,21,0
3670,Bonus+village,456,491,0,27,2
3671,bart2905s+village,529,509,11399630,21,0
3672,Pajjens+village,539,479,11399769,21,0
3673,Fragon04s+village,508,561,11400213,74,0
3674,Barbarian+village,488,442,0,21,0
3675,Ashkalns+village,534,551,11400417,21,0
3676,Barbarian+village,505,554,0,21,0
3677,ssgk.s+village,477,487,11401641,141,0
3678,Barbarian+village,489,567,0,21,0
3679,TribeChefs+village,556,550,11401780,21,0
3680,Barbarian+village,441,510,0,27,0
3681,cryakkers+village,461,476,11401783,21,0
3682,Barbarian+village,455,464,0,27,0
3683,ip+mans+village,465,508,11402045,21,0
3684,Barbarian+village,483,571,0,21,0
3685,edo1s+village,501,468,11402299,21,0
3686,Barbarian+village,432,465,0,27,0
3687,Mr.Nobodys+village,480,574,11403510,21,0
3688,Barbarian+village,468,498,0,21,0
3689,Khan+Telerigs+village,461,539,11405365,21,0
3690,Barbarian+village,517,445,0,21,0
3691,gu-fanaums+village,457,490,11406943,21,0
3692,Barbarian+village,441,518,0,21,0
3693,RED+CODEs+village,483,485,11406972,21,0
3694,tuilaksi2502s+village,458,486,11407059,21,0
3695,Barbarian+village,521,573,0,21,0
3696,OhmphUs+village,506,580,11407231,162,0
3697,Bonus+village,461,509,0,27,9
3698,radsamee2s+village,471,549,11407450,21,0
3699,Barbarian+village,424,495,0,27,0
3700,chamakuballs+village,564,506,11407717,157,0
3701,%E0%B8%94%E0%B8%B2%E0%B8%A7%E0%B8%95%E0%B8%81,551,535,11408405,137,0
3702,Barbarian+village,506,553,0,21,0
3703,MainorVRs+village,466,440,11411245,21,0
3704,Barbarian+village,463,462,0,21,0
3705,Bonus+village,431,497,0,21,8
3706,goh69-4s+village,451,523,11413825,103,0
3707,First,529,430,11414185,187,0
3708,Mistergianiss+village,522,538,11414266,83,0
3709,Barbarian+village,536,454,0,21,0
3710,DOOM+001,424,507,11415597,167,0
3711,Barbarian+village,495,573,0,21,0
3712,kyo11s+village,426,546,11416255,64,0
3713,Barbarian+village,506,462,0,21,0
3714,Dedicashs+village,425,486,11418148,21,0
3715,Barbarian+village,509,532,0,21,0
3716,sukkasemdxs+village,461,527,11419420,173,0
3717,Inferno818s+village,563,475,11419807,21,0
3718,Oceans+village,559,480,11420354,85,0
3719,NIGHTMARE,542,499,11424186,185,0
3720,Barbarian+village,498,547,0,27,0
3721,butec234s+village,560,453,11424502,21,0
3722,Barbarian+village,424,505,0,21,0
3723,Hiddens+village,570,527,11424708,198,0
3724,sir+azraels+village,525,558,11427317,21,0
3725,Barbarian+village,540,523,0,21,0
3726,skillboy1974s+village,452,468,11427491,21,0
3727,Barbarian+village,445,477,0,21,0
3728,celticgod96s+village,469,488,11428121,21,0
3729,Barbarian+village,553,453,0,21,0
3730,Bonus+village,472,490,0,21,2
3731,ratnik+iz+cermicicas+village,438,501,11428444,72,0
3732,cocaine+and+caviars+village,481,481,11429262,182,0
3733,Bird,572,479,11429833,182,0
3734,Jephews+village,553,512,11430966,21,0
3735,Barbarian+village,474,522,0,27,0
3736,Tobbelobbes+village,516,512,11431008,21,0
3737,Barbarian+village,514,476,0,21,0
3738,lingos+village,440,499,11431457,112,0
3739,Gt3,558,492,11431627,175,0
3740,Barbarian+village,488,478,0,22,0
3741,Gisellas+village,505,489,11432153,103,0
3742,xxx,562,533,11432273,176,0
3743,Bonus+village,533,533,0,21,9
3744,Griffss+village,532,533,11432811,21,0
3745,Barbarian+village,427,488,0,21,0
3746,Ragni,551,481,11435421,209,0
3747,matejticas+village,444,523,11435811,76,0
3748,Barbarian+village,499,448,0,21,0
3749,jorda23s+village,451,559,11437175,21,0
3750,Kralj+kretens+village,454,472,11437925,21,0
3751,Ludigroms+village,481,561,11438344,21,0
3752,Barbarian+village,525,521,0,21,0
3753,JoemadnesSs+village,489,526,11439812,127,0
3754,Barbarian+village,460,497,0,21,0
3755,heebs+village,529,539,11441254,66,0
3756,Barbarian+village,528,499,0,21,0
3757,oilzakub555s+village,540,493,11441354,21,0
3758,Mr.Mes+village,531,566,11441602,72,0
3759,Barbarian+village,529,542,0,21,0
3760,Gralinexs+village,502,475,11441903,21,0
3761,Barbarian+village,478,526,0,21,0
3762,Bonus+village,546,532,0,21,4
3763,iYousef7s+village,525,533,11442183,21,0
3764,Barbarian+village,496,453,0,21,0
3765,XouZs+village,489,524,11443874,21,0
3766,Barbarian+village,503,515,0,21,0
3767,Nexeys+village,509,505,11444950,21,0
3768,Freyja+Goddesss+village,555,539,11445214,21,0
3769,Barbarian+village,449,523,0,21,0
3770,jolodm18s+village,530,551,11445341,21,0
3771,Barbarian+village,547,508,0,21,0
3772,Bonus+village,560,485,0,21,2
3773,beerice94s+village,576,535,11445849,110,0
3774,Barbarian+village,479,513,0,21,0
3775,Bonus+village,518,426,0,22,1
3776,Egoisms+village,543,562,11445901,160,0
3777,Barbarian+village,454,523,0,22,0
3778,mike1701s+village,473,504,11446459,21,0
3779,odisejs+village,532,543,11446826,21,0
3780,Barbarian+village,465,499,0,21,0
3781,Lord+zoiis+village,454,459,11447135,79,0
3782,secondsunrises+village,526,455,11447257,21,0
3783,Barbarian+village,553,537,0,27,0
3784,Nanesss+village,547,488,11447666,156,0
3785,Extreme,548,471,11447872,160,0
3786,DeathCandys+village,476,450,11447953,21,0
3787,South+East+Asia,461,439,11448210,180,0
3788,krish21s+village,477,439,11448811,43,0
3789,Barbarian+village,510,432,0,21,0
3790,joeees+village,466,509,11448844,96,0
3791,Barbarian+village,497,526,0,23,0
3792,brodvegazs+village,559,544,11449679,21,0
3793,Barbarian+village,502,473,0,23,0
3794,jame.sorawits+village,520,470,11450398,21,0
3795,Barbarian+village,497,488,0,21,0
3796,sir.hanss+village,473,441,11451740,116,0
3797,Barbarian+village,536,544,0,21,0
3798,Sturmonds+village,551,487,11451741,99,0
3799,liovass+village,538,560,11451929,21,0
3800,Barbarian+village,539,467,0,27,0
3801,jan3s+village,463,491,11453925,198,0
3802,Barbarian+village,450,505,0,21,0
3803,matija383s+village,510,502,11454283,21,0
3804,Bonus+village,551,553,0,27,9
3805,Rivves+village,566,481,11454846,109,0
3806,Christ%2As+village,499,572,11455007,21,0
3807,Barbarian+village,517,476,0,21,0
3808,Sagas+village,512,497,11455168,21,0
3809,Barbarian+village,536,498,0,21,0
3810,Bonus+village,485,462,0,22,4
3811,PendekarLamas+village,486,429,11455233,123,0
3812,skywolfs+village,549,515,11455504,124,0
3813,-Dannes+village,531,497,11456762,21,0
3814,Bonus+village,480,565,0,21,6
3815,gimar3s+village,473,502,11456856,21,0
3816,Barbarian+village,547,516,0,21,0
3817,.Woods+village,531,495,11456908,21,0
3818,TeichTheCROlords+village,545,541,11457342,117,0
3819,Barbarian+village,443,470,0,21,0
3820,Bonus+village,504,427,0,21,8
3821,Animaniacss+village,423,503,11457443,39,0
3822,Barbarian+village,464,435,0,21,0
3823,peabrains+village,544,546,11457506,139,0
3824,Barbarian+village,452,554,0,21,0
3825,Jozz99s+village,562,447,11457636,92,0
3826,Barbarian+village,462,442,0,21,0
3827,001,430,471,11457653,171,0
3828,Pules+village,524,493,11457669,92,0
3829,Barbarian+village,474,544,0,21,0
3830,audia6s+village,432,518,11457755,117,0
3831,Zhirazs+village,558,513,11457876,21,0
3832,liaxs+village,441,483,11458312,21,0
3833,radissons+village,546,488,11458360,21,0
3834,Barbarian+village,519,552,0,21,0
3835,patrenkys+village,488,561,11458588,21,0
3836,WonTolls+village,552,457,11459176,21,0
3837,Barbarian+village,487,443,0,27,0
3838,SnowActs+village,537,475,11459496,21,0
3839,Barbarian+village,558,487,0,27,0
3840,ThisisSpartas+village,498,565,11459664,21,0
3841,Bonus+village,492,554,0,45,8
3842,lennes+village,524,573,11459760,21,0
3843,ulrichs+village,481,471,11459779,21,0
3844,Barbarian+village,455,474,0,21,0
3845,Mario1501s+village,532,501,11460036,21,0
3846,Aranels+village,486,449,11460063,94,0
3847,silkounets+jedi+team,511,448,11460926,154,0
3848,ulvlbs+village,477,452,11461024,21,0
3849,Barbarian+village,530,460,0,21,0
3850,B+O+J+A+N+As+village,568,533,11461120,113,0
3851,Birkens+village,423,537,11461417,194,0
3852,Barbarian+village,576,500,0,21,0
3853,Mr+Powers+village,508,546,11461462,21,0
3854,Barbarian+village,532,555,0,21,0
3855,brreakers+village,457,449,11461487,21,0
3856,Ragge+1s+village,466,538,11461845,45,0
3857,Barbarian+village,508,560,0,21,0
3858,Matija+Trtniks+village,504,560,11462148,21,0
3860,Barbarian+village,523,485,0,27,0
3861,bibicas+village,534,433,11462505,21,0
3862,ed1112s+village,485,492,11462520,119,0
3863,konkans+village,519,488,11462671,126,0
3864,Xkhaos21s+village,433,501,11462810,21,0
3865,Barbarian+village,560,461,0,21,0
3866,001,465,553,11462958,198,0
3867,Barbarian+village,513,490,0,21,0
3868,naxoss+village,494,468,11463184,21,0
3869,Gathias+village,475,564,11463265,21,0
3870,Barbarian+village,489,569,0,22,0
3871,Duponds+village,523,450,11463473,92,0
3872,Barbarian+village,521,535,0,21,0
3873,Bonus+village,474,540,0,23,5
3874,nateeyy69s+village,507,535,11463665,72,0
3875,Bonus+village,516,519,0,21,5
3876,imagerests+village,518,533,11464321,21,0
3877,001,447,504,11464409,74,0
3878,PIBOs+village,541,492,11464433,167,0
3879,torshammarens+village,496,556,11464595,21,0
3880,Barbarian+village,554,498,0,24,0
3881,Mladen+Lukics+village,490,575,11464597,21,0
3882,walkalones+village,539,435,11465178,50,0
3883,Barbarian+village,498,578,0,21,0
3884,mudrac+malis+village,473,478,11465541,21,0
3885,miohs+village,475,458,11465557,110,0
3886,Barbarian+village,449,508,0,21,0
3887,Bonus+village,449,538,0,21,1
3888,kiera123s+village,532,527,11466344,61,0
3889,petitaryass+village,465,518,11466722,21,0
3890,Iggi+Munozs+village,495,495,11467108,138,0
3891,Barbarian+village,485,513,0,21,0
3892,Greenloves+village,489,464,11467327,21,0
3893,Barbarian+village,532,489,0,21,0
3894,Jaehems+village,429,487,11467399,21,0
3895,EmilJusts+village,520,572,11467420,21,0
3896,Barbarian+village,437,476,0,21,0
3897,oxoboxos+village,516,573,11467527,21,0
3898,Home+town,571,515,11468232,170,0
3899,Chainsaws+village,439,503,11468685,187,0
3900,Barbarian+village,558,449,0,23,0
3901,BeckTime-%3F.Ros+village,424,491,11468713,21,0
3902,Barbarian+village,475,535,0,21,0
3903,Velestino,520,445,11468783,203,0
3904,devantars+village,486,541,11468837,21,0
3905,KinQjuustos+village,555,477,11469148,21,0
3906,Volbeat85s+village,462,507,11469311,104,0
3907,Barbarian+village,506,507,0,27,0
3908,Bonus+village,443,474,0,21,1
3909,lauritseskes+village,546,524,11469700,46,0
3910,markus33s+village,498,543,11470193,75,0
3911,aalessios+village,537,537,11470201,45,0
3912,Barbarian+village,496,568,0,33,0
3913,Freestyle-Xs+village,515,451,11471193,21,0
3914,erd1608s+village,455,500,11471457,21,0
3915,Barbarian+village,537,524,0,22,0
3916,Lord+Bennis+village,518,521,11471532,193,0
3917,Barbarian+village,565,498,0,33,0
3918,GRAVYLADs+village,586,487,11471541,190,0
3919,Bonus+village,551,538,0,27,9
3920,Odins+Ravens+village,498,426,11471731,99,0
3921,Barbarian+village,440,522,0,21,0
3922,Campbrinxs+village,493,498,11471814,183,0
3923,Barbarian+village,450,534,0,21,0
3924,mafia123s+village,442,516,11472208,21,0
3925,Barbarian+village,523,521,0,22,0
3926,Bonus+village,455,461,0,21,2
3927,Frequentlys+village,548,533,11472577,21,0
3928,Bonus+village,458,453,0,21,1
3929,Baconbolls+village,516,539,11472605,21,0
3930,Barbarian+village,498,577,0,27,0
3931,patrickks+village,442,538,11472803,165,0
3932,Barbarian+village,513,503,0,21,0
3933,Vas+1,564,520,11473021,192,0
3934,oppms+village,431,512,11473044,21,0
3935,jokimpartys+village,491,565,11473222,21,0
3936,enc92s+village,478,567,11473722,53,0
3937,Barbarian+village,557,460,0,21,0
3938,rattavits+village,470,458,11473845,21,0
3939,Intimacys+village,528,567,11474265,21,0
3940,Barbarian+village,468,464,0,21,0
3941,kingen91s+village,469,429,11474332,21,0
3942,tz-apokalipsoas+village,495,490,11474353,85,0
3943,Fastgapy96s+village,506,444,11474781,21,0
3944,Barbarian+village,470,445,0,21,0
3945,kejness+village,506,508,11475004,21,0
3946,Steelhearts+village,494,453,11475970,21,0
3947,Barbarian+village,564,489,0,21,0
3948,Edmund+Tryge+Klints+village,512,424,11476246,21,0
3949,%3Fasterix%3Fs+village,485,482,11476504,21,0
3950,jensens+village,449,482,11476777,21,0
3951,Barbarian+village,489,426,0,21,0
3952,wisey,483,561,11477160,183,0
3953,Barbarian+village,483,440,0,21,0
3954,Alabasta%21,513,497,11477276,185,0
3955,Barbarian+village,447,460,0,23,0
3956,Sabertooths+village,461,499,11477282,21,0
3957,Muie+marams+village,479,560,11477810,21,0
3958,Barbarian+village,522,463,0,27,0
3959,Bonus+village,545,456,0,22,9
3960,Stevos+village,545,442,11477822,21,0
3961,Barbarian+village,486,511,0,22,0
3962,KOBRA,483,470,11477901,185,0
3963,Barbarian+village,572,508,0,27,0
3964,%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%B4%E0%B8%AA%E0%B8%A3%E0%B8%B0,419,484,11478317,44,0
3965,Kung+bossmancoolbs+village,508,581,11478350,104,0
3966,Barbarian+village,426,504,0,27,0
3967,piddi212s+village,522,467,11478452,155,0
3968,Barbarian+village,553,457,0,21,0
3969,ert12345s+village,483,533,11478549,80,0
3970,Barbarian+village,518,446,0,21,0
3971,Frizkens+village,475,444,11479288,21,0
3972,Barbarian+village,455,491,0,21,0
3973,Bonus+village,467,444,0,21,1
3974,E.A.S.Y.s+village,455,472,11479751,21,0
3975,SkiathitiSs+village,566,510,11479754,21,0
3976,001+Bandung,562,526,11479835,170,0
3977,OPxPros+village,482,441,11480679,121,0
3978,Barbarian+village,549,497,0,21,0
3979,AraXremes+village,513,480,11481176,21,0
3980,Barbarian+village,460,544,0,21,0
3981,dandub11s+village,555,482,11481215,88,0
3982,luok+30s+village,513,430,11481605,176,0
3983,Barbarian+village,468,482,0,21,0
3984,somsakmuus+village,454,564,11482521,168,0
3985,Kobins+village,521,527,11483911,21,0
