3436630,calzzy,0,1,314,4634
3438519,craveson,23,1,1687,1235
3442328,xxZODIACxx,493,1,598,3926
3442394,WildManOfBorneo,248,1,1374,2152
3443852,juan+pueblo,484,1,1314,2291
3451386,thincat,0,1,228,4920
3475391,acidmanmk,543,1,468,4218
3482098,swb04073,236,1,1118,2760
3490628,richscalia,85,1,502,4154
3498176,Weakspot1911,84,1,976,3119
3504601,Red+Baron62,140,1,1412,2015
3546174,eaglesfan56,100,1,527,4103
3547911,TwistedxChick,55,1,1321,2320
3555894,ballyros,0,1,21,6335
3562990,fmminty,20,1,1657,1310
3572923,clairejm1981,23,1,2182,211
3577074,Bossman06,44,1,473,4210
3589984,Lord+Vietras,55,1,310,4648
3613704,manik.tandon,74,1,1789,977
3626375,Not+Sleeping+Baby,504,1,401,4377
3637555,chaty,3,1,1910,681
3639675,Devreese,0,1,85,5646
3653541,Muslehuddin,299,1,1142,2765
3657322,DocJunior25,74,1,1478,1955
3675681,irish04,0,1,639,3830
3681073,Bravado,134,1,1430,1965
3693471,Mr.+Pliers,423,1,2001,471
3694843,jreggo,0,1,155,5321
3696964,charshaun,23,1,1773,1018
3721015,Korban6,58,1,563,4032
3730885,bbop48,8,1,1504,1797
3737619,sweetsyummy1,0,1,183,5157
3749469,%3Farmy,0,1,609,3988
3751849,sooky,255,1,449,4261
3758216,Flying+Spoon+McGee,41,1,1255,2481
3766221,SassySwagGuru,41,1,2096,298
3767275,chadders2865,504,1,552,4039
3772385,CashNPrizes,175,1,1848,839
3775532,Flori+N3,0,1,45,6142
3810618,webeme,213,1,1371,2235
3812712,Paolo83,140,1,1071,2924
3815055,Mman242,0,1,513,4134
3817413,lordcarr,0,1,674,3797
3826500,bramley3,359,1,234,4896
3836611,ITM1886,48,1,1590,1572
3838383,Orfila,288,1,1588,1536
3850849,pigeonlee,84,1,1019,3090
3854432,kurkure,107,1,895,3289
3880156,Rockn+Dark,0,1,195,5079
3891786,jdnut,29,1,1121,2752
3891876,KingDangun,109,1,1922,650
3894737,kenkatesumi,213,1,1194,2557
3894841,cappy1,100,1,519,4122
3911638,danny+is+the+best,0,1,837,3422
3916550,Snuff1997,209,1,2058,369
3938426,Gally.b,45,1,2160,430
3966078,witchwarrior,237,1,1517,1708
3974496,wellnow,0,1,366,4475
3983487,Steinwedel,3,1,815,3494
3984013,Shadow+Mauler,33,1,884,3338
3999366,Angels+Fury,452,1,1722,1139
4001680,zebidee2008,255,1,1280,2351
4006787,Fortnoxi,0,1,237,4882
4010372,animaldude37,236,1,1319,2256
4015400,Pathfinder,244,1,1501,1753
4028460,paparucino,322,1,938,3234
4034083,pagente,84,1,1127,2827
4037445,mlinder,0,1,633,3849
4053158,efferdls,0,1,1499,1760
4059468,MR.MR,23,1,1832,902
4060868,-Fac-,407,1,2586,9
4062502,B0rn2Die,480,1,1705,1191
4067644,iDesiR,0,1,899,3280
4076241,svmsa,94,1,1403,2042
4093365,joewells,202,1,1735,1105
4094200,pillburydough,36,1,1775,1053
4103061,antonthemeff,0,1,399,4386
4110318,smellinawin2,0,1,208,5040
4117311,eddy67,0,1,832,3434
4118295,agreedy1,108,1,1657,1503
4119384,charlius,0,1,407,4368
4131421,pfba,232,1,813,3486
4136278,Sir+Anthony+Raymond,0,1,371,4458
4184131,michael+king13,350,1,626,3898
4197303,Conzer666,0,1,143,5372
4200494,War+Lord+Craig,523,1,1302,2312
4201832,ROCKETSMAD,461,1,1816,918
4202832,vrgoles,16,1,637,3834
4208879,Berlyn,13,1,882,3311
4212562,SteveP,107,1,1844,849
4215573,RONNY+HO,44,1,495,4166
4225622,Slimonize,23,1,1707,1182
4227564,rron7pam,0,1,453,4313
4267211,A--Soljah,23,1,2181,192
4271520,theoneeyed,126,1,1564,1580
4272895,vivekthewarrior,0,1,1373,2131
4287646,SIDEWINDER2966,140,1,1330,2219
4312204,arkangel5,72,1,1996,483
4338748,hoxa,0,1,261,4826
4339355,SunSin,109,1,1995,551
4353882,baldi4129,382,1,871,3346
4377101,saurabh001,202,1,2263,110
4383580,King+Bolton,549,1,1594,1497
4389200,laurikx,0,1,33,6270
4394327,fullcontact,153,1,2391,39
4395479,skidmark,549,1,1578,1541
4400005,pauldum,416,1,340,4558
4402205,rza88,420,1,1605,1460
4403580,Legendary+Meliodas,423,1,1513,1740
4404387,billall,0,1,339,4562
4405832,milly68,522,1,716,3729
4417220,Godsmith2,0,1,160,5290
4426809,ASPIS,0,1,587,3971
4430787,MexicanFireMonkey15,465,1,1573,1551
4444070,Jamaalx,0,1,118,5531
4445125,Scorpianhead,349,1,2021,433
4447889,Krishax,35,1,1229,2461
4448372,Dingle93,237,1,1518,1701
4483134,lamigra,44,1,227,4929
4483907,WOODBUG,292,1,891,3295
4490003,Rhino22,209,1,1598,1483
4490514,alexander2005,109,1,2591,4
4514992,Rosenexus,95,1,750,3615
4522417,ZEEWAD,0,1,341,4556
4523269,papamalakas,202,1,954,3162
4535491,jobemist,204,1,1834,881
4540197,ShahDGreaT,40,1,831,3438
4547124,johnas2,338,1,804,3508
4548407,Coggie,0,1,95,5609
4551222,Lord+Shyza,462,1,1470,1860
4558257,PAX189,578,1,1297,2313
4560143,Daddy+Ashen,467,1,1532,1667
4574241,onge,0,1,309,4653
4575434,sir+murph,8,1,1260,2403
4577880,Hellfix,199,1,1050,3008
4586914,tikamagere,13,1,1605,1461
4593977,Jay1471,44,1,1229,2496
4597869,YOKOZUNA,0,1,378,4439
4604717,siroman,0,1,596,3934
4605137,nickdaddy,504,1,926,3221
4607526,byropen,100,1,1214,2531
4610537,kordan,0,1,474,4227
4611139,jlf44,145,1,1720,1147
4612740,Hell-Knight,0,1,179,5183
4623070,grim+reaper.,423,1,1449,1914
4630761,Sigmund,240,1,1967,555
4649805,beetonboy,0,1,387,4416
4662891,Dr.Electro,420,1,1857,835
4671802,benny300,244,1,1910,764
4673813,king+pitty,0,1,70,5785
4682397,pierrelesax,369,1,1120,2783
4693535,CorbenD,484,1,1983,619
4701449,Sc00tm3n,248,1,895,3290
4705846,Xzayvier,392,1,1017,3068
4716885,LeTanque,352,1,2123,266
4723889,RunningTrains,436,1,1887,955
4724251,zxjy,0,1,176,5204
4738829,ThePuppeteer,436,1,1583,1527
4749117,joe+finch,337,1,622,3877
4758648,hanspribadi,111,1,1525,1889
4768828,joshhb,122,1,920,3263
4769603,alex55545,145,1,2059,461
4774537,Castello+GV,436,1,1541,1789
4780039,Zwulf101,480,1,1361,2162
4787293,shadowkiller07,40,1,2104,284
4795553,iceman91,0,1,1750,1320
4797491,agolhon,0,1,39,6247
4810420,aviron,522,1,1410,2020
4834996,newfieboy70,48,1,798,3520
4835134,Schtev,35,1,1859,813
4842334,bp2009,40,1,1544,1620
4873569,atlantis,229,1,443,4273
4891214,jfrans,0,1,21,6336
4897873,johng113,260,1,1726,1169
4904468,Robdudda,85,1,1267,2384
4918335,CELTIC+CROSS,0,1,137,5392
4923380,TrustMeImLying,467,1,1739,1097
4933528,sweetmisery,352,1,1936,620
4943400,DonNorman,0,1,202,5045
4955023,kiwilord1975,0,1,887,3305
7426304,marioheil95,518,1,2007,459
7434498,jsilk8492,0,1,1224,2548
7434791,SinekValesi,0,1,1215,2497
7434982,Spencer20016,0,1,300,4683
7465025,noche,0,1,21,6337
7484844,wenny666,0,1,929,3237
7486189,Amantis,425,1,1588,1510
7494151,Kriegselend,22,1,1997,567
7515136,Ap+man,0,1,821,3499
7521578,ALBANIAN1235,0,1,53,6027
7526848,4U2ENVY,0,1,398,4388
7527553,John+Locke,111,1,2337,82
7533635,tomstert,0,1,187,5139
7534668,trident64,45,1,1638,1501
7541277,TWiiNNY+v1,153,1,1808,935
7541999,oldrat,84,1,1011,3063
7552897,mdesjarl,229,1,789,3541
7554199,giokazakhashvili,0,1,1079,2866
7565181,madmark73,291,1,1290,2331
7569179,SKIN71,126,1,1229,2462
7571335,Queen,13,1,1492,1901
7571813,Disguised+Unicorn,420,1,809,3496
7572369,Jackjf,116,1,974,3126
7575600,RaJkU,115,1,144,5365
7580384,Italicus,58,1,1338,2205
7585342,GagaBill,244,1,735,3695
7587840,lordjer61,8,1,435,4293
7590201,Alyosha,0,1,131,5415
7595395,ImLegend,382,1,1592,1502
7600814,Toolbar123,0,1,21,6338
7600921,limkaikai,35,1,991,3083
7605794,Shiloh,13,1,1206,2525
7607052,Extemded+Village,0,1,204,5028
7613703,adp1953,0,1,761,3586
7619658,darksiff,392,1,1944,604
7624517,Crazy+Canuck,0,1,1125,2832
7625023,Barrister,0,1,21,6339
7629136,Ralt+Gather,0,1,207,5004
7638648,dinostar,447,1,1010,3069
7645739,Maaki,0,1,48,6071
7647789,Olaguer,382,1,797,3522
7656018,lee2k909,4,1,1281,2346
7660391,leviticus+1,353,1,577,3972
7662848,thefreakyman,40,1,1208,2521
7669475,Oldwelshbloke,36,1,1499,1761
7682445,PamP,436,1,1230,2471
7683705,habe41,34,1,467,4223
7688946,mehr,384,1,362,4559
7689378,nm109,0,1,21,6340
7692895,birdsht,94,1,1538,1754
7693333,lord+widener,532,1,820,3465
7695291,subzerosm,0,1,484,4191
7697082,ferrox,538,1,1488,1802
7700169,firefighterdave,538,1,1304,2296
7709640,tw277,22,1,1104,2840
7713478,sidd+271,465,1,974,3127
7714948,Marj3246,0,1,369,4464
7722745,solo4ever,0,1,21,6341
7723898,quizman,34,1,544,4092
7731431,bigfeet151,0,1,64,5970
7732928,Sir+Lancelot+2,0,1,479,4214
7736106,wanderer70,0,1,262,4806
7744308,MeaningLess,219,1,1369,2170
7745908,darkhorsesarz,328,1,376,4450
7762723,Thuggor,134,1,381,4433
7765546,beebetter,0,1,127,5430
7781671,kt89,336,1,605,3923
7781960,ALMIGHTY+LORD+CORE,0,1,228,4921
7789967,C-puppy,0,1,300,4693
7795681,crushZ,4,1,1214,2502
7796752,Creepshow,0,1,169,5244
7800384,lordclayo,48,1,809,3512
7807227,Lady+Gemini,34,1,376,4451
7810307,saltire45,202,1,1158,2741
7819160,Nunu,90,1,1883,760
7828443,conz.wb,0,1,1247,2425
7830045,ethan5644,0,1,1560,1735
7833061,kizza11,288,1,1198,2579
7844270,frazbo,44,1,278,4745
7849802,WINCHEN,153,1,1435,1949
7858104,Ash195,89,1,1543,1837
7861222,Clan660,107,1,1629,1465
7869254,Parga32,462,1,1318,2259
7873192,egil4950,152,1,1782,998
7894839,geecha-x,234,1,1066,2990
7901677,Reremnart,219,1,510,4138
7907884,johann+kari,407,1,2199,175
7913916,HowIDie,0,1,21,6342
7918853,roi+max5,0,1,169,5245
7931524,leicestershire,0,1,369,4465
7938947,Lady+Madelina,8,1,167,5260
7961633,samuelhip,0,1,104,5558
7968146,rifat123,0,1,109,5526
7971639,marynola,113,1,1061,2964
8008687,sirestoner,0,1,404,4373
8014242,dejancoo,0,1,350,4525
8015402,andreas.75.,219,1,1300,2304
8029823,shameem+M,397,1,2116,277
8033276,zd32,0,1,44,6163
8037839,vilijam+volas,115,1,644,3817
8049221,georgia+83,41,1,2100,293
8049410,gunethon,190,1,1766,1033
8050460,Daniw190,28,1,1306,2292
8056198,tvtman,115,1,1271,2375
8061098,maddrick,0,1,304,4667
8094447,Jukaister,0,1,21,6343
8104989,crazedtwinkie,0,1,733,3727
8112751,Unicorn+With+The+Horn,58,1,1892,780
8145240,eddythead,359,1,808,3500
8154998,backdoortony,0,1,547,4049
8160972,kazik+p,101,1,1996,673
8175891,BELI-GROM,0,1,999,3061
8178119,maxy475,0,1,21,6344
8186898,Dinny,0,1,157,5308
8188656,bafo20,0,1,73,5743
8188928,sir+wie,328,1,559,4045
8189096,azurite,0,1,283,4728
8194054,MsE11,0,1,76,5719
8194436,yagyeshgreat,0,1,145,5359
8196806,mehateu,0,1,399,4387
8198176,Frog53,396,1,667,3779
8214021,Mancunia,0,1,47,6089
8215054,AnadoLuTC,243,1,1825,929
8224044,creiz,0,1,777,3559
8226535,mudbug,74,1,1020,3016
8228386,balroth,464,1,600,3954
8229360,arunzm3,0,1,195,5080
8232777,sh4ny,0,1,33,6271
8235540,gelemmi,0,1,237,4883
8242032,Richardthesix,44,1,1113,2772
8252411,Alex+DeLarge,387,1,1910,740
8295281,JonnyBoy6969,0,1,192,5108
8326221,Asheville,0,1,518,4128
8334314,To+the+knees,0,1,416,4346
8335637,ramazan4667,0,1,131,5416
8341605,The+Absolute+Ruler,447,1,1111,2776
8346072,ArthurDent33,48,1,766,3579
8351032,dub17,209,1,1332,2245
8355169,shakeyshowdown,0,1,642,3821
8356734,Lord+Kain+Of+Anubis,143,1,345,4541
8394972,kasha1,16,1,456,4268
8428309,PORTO-LEONE,0,1,118,5497
8432153,Arfil,0,1,115,5498
8449238,froghole,587,1,223,4979
8451231,king-kwk,337,1,1470,1943
8451898,dumbbeatnix,0,1,452,4252
8462275,PenutSmugler,44,1,719,3690
8476200,yopal,306,1,1277,2359
8487569,ReD+KhaN,418,1,1911,678
8493754,Tomcarr98,0,1,21,6345
8499484,a.K.a+elmoo,38,1,2040,400
8505151,jacobm90,279,1,1912,674
8511500,Big+Macintosh,0,1,27,6295
8515455,wolfie3556,23,1,2123,267
8516605,Khreed,521,1,184,5149
8527297,andalas,522,1,583,3964
8542099,li+mick,306,1,1194,2678
8552232,strenghts,94,1,2348,58
8556139,cicero.,0,1,82,5664
8572750,litkafilip,41,1,2037,524
8575989,basic1,0,1,115,5499
8588911,GildedDemon,0,1,534,4089
8591220,xfix,0,1,707,3735
8591277,gamerson1,20,1,1609,1447
8610810,LIKLEY,0,1,531,4098
8612316,blocnum,0,1,67,5954
8614914,tade1000,522,1,1006,3046
8618219,NinJay,72,1,1945,602
8624668,Knoob+Knight,0,1,897,3284
8636985,Pumppants,0,1,21,6346
8641638,XxtripledeucexX,452,1,1174,2616
